Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2005/3/11,15:00:00,1.7,1260,-200,12.3,1059,417,544,180,1319,1161,19.3,29.9,0.6604
2005/3/11,16:00:00,1.1,1201,-200,10.2,985,289,585,156,1252,996,18.8,31.5,0.6752
2005/3/11,17:00:00,1.3,1161,-200,10.4,992,324,601,168,1211,906,18.2,28.1,0.5817
2005/3/11,18:00:00,1.5,1254,-200,13.9,1112,376,533,181,1349,1161,16.0,35.3,0.6356
2005/3/11,19:00:00,3.4,1452,-200,23.1,1381,619,428,226,1661,1695,13.8,43.6,0.6825
2005/3/11,20:00:00,3.8,1438,-200,22.8,1374,689,435,231,1640,1705,12.9,48.8,0.725
2005/3/11,21:00:00,2.8,1273,-200,13.4,1096,582,553,222,1350,1379,12.8,49.3,0.7277
2005/3/11,22:00:00,0.8,1096,-200,6.8,850,287,690,165,1146,943,12.2,50.9,0.7202
2005/3/11,23:00:00,0.5,1151,-200,6.0,813,238,702,151,1156,1073,10.6,55.9,0.7138
2005/3/12,0:00:00,1.0,1189,-200,5.7,797,312,688,174,1157,1213,10.3,55.9,0.7014
2005/3/12,1:00:00,0.4,1078,-200,3.9,704,231,765,145,1077,898,10.2,55.8,0.6927
2005/3/12,2:00:00,0.4,1152,-200,4.9,759,234,706,147,1113,1094,10.0,57.3,0.7015
2005/3/12,3:00:00,0.3,1128,-200,4.5,740,195,705,134,1113,1064,10.2,57.9,0.7191
2005/3/12,4:00:00,-200.0,1015,-200,2.3,608,113,873,85,1027,655,10.3,59.4,0.7459
2005/3/12,5:00:00,-200.0,979,-200,1.5,547,73,952,55,1039,470,9.8,68.9,0.8329
2005/3/12,6:00:00,-200.0,972,-200,1.5,542,103,1029,65,1056,443,9.2,75.3,0.8764
2005/3/12,7:00:00,-200.0,992,-200,1.8,565,121,912,84,1074,547,9.4,73.1,0.8621
2005/3/12,8:00:00,0.1,1053,-200,3.3,671,132,807,88,1137,570,10.6,66.1,0.8444
2005/3/12,9:00:00,0.2,1140,-200,5.8,800,178,679,109,1209,782,12.6,58.5,0.8517
2005/3/12,10:00:00,0.6,1136,-200,6.2,822,218,653,130,1184,744,15.0,48.6,0.8253
2005/3/12,11:00:00,0.7,1180,-200,6.7,846,246,646,137,1206,791,14.2,51.5,0.8313
2005/3/12,12:00:00,0.6,1131,-200,5.6,792,252,678,145,1177,749,15.1,48.6,0.8266
2005/3/12,13:00:00,0.3,1083,-200,5.8,804,208,702,128,1105,615,18.0,35.4,0.7233
2005/3/12,14:00:00,0.5,1120,-200,7.0,859,219,640,129,1167,681,17.9,35.3,0.7184
2005/3/12,15:00:00,0.2,1038,-200,3.8,699,160,765,105,1042,515,17.7,35.0,0.7014
2005/3/12,16:00:00,0.4,1096,-200,5.5,788,191,699,114,1115,583,17.6,35.5,0.7065
2005/3/12,17:00:00,0.7,1126,-200,7.6,881,270,648,146,1140,728,17.5,34.1,0.6775
2005/3/12,18:00:00,0.9,1153,-200,8.3,910,285,622,156,1208,827,15.6,40.0,0.7018
2005/3/12,19:00:00,0.8,1177,-200,7.5,878,289,641,152,1224,844,14.0,47.8,0.7582
2005/3/12,20:00:00,2.4,1383,-200,14.1,1119,550,522,201,1415,1310,13.2,51.4,0.776
2005/3/12,21:00:00,3.3,1363,-200,12.4,1064,679,536,221,1350,1353,12.0,56.1,0.7832
2005/3/12,22:00:00,0.9,1087,-200,5.8,803,314,699,157,1130,907,11.6,54.7,0.7454
2005/3/12,23:00:00,0.1,1028,-200,3.9,703,166,783,114,1070,646,12.0,53.3,0.7472
2005/3/13,0:00:00,0.1,1017,-200,2.8,641,157,892,107,1044,482,12.5,55.4,0.7999
2005/3/13,1:00:00,0.1,1050,-200,3.1,660,173,860,113,1071,526,12.3,56.0,0.7958
2005/3/13,2:00:00,0.2,1023,-200,3.3,672,184,819,118,1069,595,12.4,53.4,0.7669
2005/3/13,3:00:00,-200.0,940,-200,2.0,583,93,942,69,991,416,12.7,51.8,0.7574
2005/3/13,4:00:00,-200.0,963,-200,2.5,617,85,902,63,1006,398,13.2,49.7,0.7503
2005/3/13,5:00:00,-200.0,971,-200,2.0,585,79,928,61,1004,394,12.3,55.9,0.7966
2005/3/13,6:00:00,-200.0,887,-200,0.9,488,55,1184,42,908,312,13.3,50.1,0.7624
2005/3/13,7:00:00,-200.0,944,-200,1.6,551,98,1063,68,985,381,12.3,51.8,0.7384
2005/3/13,8:00:00,-200.0,970,-200,2.1,592,190,909,120,1018,509,12.9,50.4,0.7448
2005/3/13,9:00:00,0.1,1034,-200,3.0,651,166,861,112,1060,601,12.9,49.9,0.7406
2005/3/13,10:00:00,0.3,1160,-200,5.0,765,260,711,148,1134,962,13.9,47.3,0.7479
2005/3/13,11:00:00,1.0,1283,-200,7.7,887,362,607,160,1238,1231,13.5,51.6,0.7931
2005/3/13,12:00:00,1.6,1387,-200,10.1,981,415,535,164,1368,1396,13.2,56.2,0.8499
2005/3/13,13:00:00,1.4,1325,-200,8.5,921,358,570,159,1345,1297,14.2,57.8,0.9292
2005/3/13,14:00:00,0.3,1057,-200,2.8,641,170,803,110,1103,616,17.2,46.2,0.8989
2005/3/13,15:00:00,0.1,1078,-200,3.3,668,130,855,82,1109,509,19.9,36.6,0.8406
2005/3/13,16:00:00,0.3,1159,-200,5.0,762,177,742,102,1158,590,19.7,37.1,0.8399
2005/3/13,17:00:00,0.5,1195,-200,5.6,795,233,710,119,1157,718,19.0,37.4,0.8122
2005/3/13,18:00:00,0.8,1217,-200,7.1,861,282,642,135,1234,898,16.4,43.5,0.8055
2005/3/13,19:00:00,3.2,1542,-200,16.7,1200,583,469,215,1520,1577,15.1,49.8,0.8458
2005/3/13,20:00:00,2.8,1407,-200,12.5,1066,566,525,211,1397,1560,14.8,51.0,0.8507
2005/3/13,21:00:00,1.0,1189,-200,6.6,837,323,665,172,1204,1208,14.6,51.6,0.8508
2005/3/13,22:00:00,0.9,1208,-200,8.3,911,318,613,166,1245,1244,13.7,52.1,0.8121
2005/3/13,23:00:00,0.9,1207,-200,7.1,861,336,649,168,1217,1181,13.2,55.6,0.8412
2005/3/14,0:00:00,0.4,1056,-200,3.8,699,196,787,134,1085,828,13.2,55.9,0.8465
2005/3/14,1:00:00,0.4,1128,-200,5.2,771,193,733,122,1178,923,11.7,62.1,0.8535
2005/3/14,2:00:00,0.3,1119,-200,5.3,778,192,705,123,1187,1096,9.9,68.9,0.8388
2005/3/14,3:00:00,0.1,1077,-200,3.8,701,147,761,104,1122,1106,9.8,68.0,0.8227
2005/3/14,4:00:00,-200.0,1036,-200,2.8,636,122,845,90,1084,976,8.9,71.9,0.8202
2005/3/14,5:00:00,0.8,1016,-200,2.9,647,117,824,85,1090,937,8.4,74.5,0.8241
2005/3/14,6:00:00,1.0,1103,-200,4.4,730,201,735,103,1139,1049,9.2,71.0,0.8299
2005/3/14,7:00:00,1.6,1176,-200,7.5,880,318,634,127,1257,1180,9.9,67.6,0.8239
2005/3/14,8:00:00,3.5,1430,-200,15.7,1169,658,481,163,1543,1514,10.8,64.4,0.8328
2005/3/14,9:00:00,4.0,1572,-200,22.9,1374,680,411,155,1763,1771,11.7,61.7,0.8483
2005/3/14,10:00:00,3.5,1243,-200,10.8,1006,497,572,170,1349,1395,13.7,51.9,0.8106
2005/3/14,11:00:00,1.6,1101,-200,6.1,817,290,707,141,1157,1024,16.3,43.5,0.7988
2005/3/14,12:00:00,1.5,1103,-200,7.0,857,230,681,123,1182,946,17.9,38.8,0.7883
2005/3/14,13:00:00,1.5,1116,-200,7.1,859,215,670,124,1197,864,19.3,35.5,0.7876
2005/3/14,14:00:00,1.7,1141,-200,8.1,904,226,646,126,1249,889,20.1,32.9,0.7672
2005/3/14,15:00:00,1.6,1151,-200,7.7,885,240,660,128,1222,903,20.0,33.0,0.7625
2005/3/14,16:00:00,2.4,1263,-200,10.8,1008,391,597,158,1308,1121,20.2,32.2,0.7526
2005/3/14,17:00:00,3.4,1324,-200,14.4,1128,492,540,177,1441,1319,18.9,34.4,0.7436
2005/3/14,18:00:00,5.4,1533,-200,25.4,1439,700,416,225,1799,1829,17.9,37.6,0.7624
2005/3/14,19:00:00,6.5,1626,-200,29.1,1531,782,371,234,1937,2000,16.7,43.4,0.8168
2005/3/14,20:00:00,6.5,1639,-200,28.3,1510,728,378,227,1904,2001,15.9,47.9,0.8573
2005/3/14,21:00:00,4.0,1346,-200,14.2,1124,510,502,192,1490,1598,15.3,52.6,0.906
2005/3/14,22:00:00,2.1,1218,-200,8.4,914,308,597,158,1291,1383,13.7,58.5,0.9146
2005/3/14,23:00:00,1.6,1166,-200,7.5,880,248,631,149,1280,1238,12.7,62.8,0.9198
2005/3/15,0:00:00,1.5,1095,-200,5.2,772,233,721,140,1175,1023,12.2,65.0,0.9193
2005/3/15,1:00:00,0.7,958,-200,2.2,601,96,947,79,1054,659,13.0,61.2,0.9105
2005/3/15,2:00:00,0.7,960,-200,2.0,582,90,933,69,1062,657,11.1,66.1,0.8738
2005/3/15,3:00:00,0.6,972,-200,1.8,571,95,931,72,1063,764,10.1,69.8,0.8619
2005/3/15,4:00:00,0.5,911,-200,1.1,508,68,1048,58,1005,667,11.6,61.0,0.8299
2005/3/15,5:00:00,0.4,923,-200,1.2,516,75,1049,59,1002,667,10.1,64.5,0.7968
2005/3/15,6:00:00,0.6,981,-200,2.4,610,145,867,88,1068,856,9.3,67.9,0.7969
2005/3/15,7:00:00,0.9,1038,-200,3.8,701,185,760,110,1102,940,10.1,64.3,0.7934
2005/3/15,8:00:00,2.6,1370,-200,14.0,1118,506,495,151,1459,1406,10.4,62.7,0.7909
2005/3/15,9:00:00,3.3,1471,-200,18.9,1265,485,434,158,1655,1617,13.0,53.9,0.8036
2005/3/15,10:00:00,4.0,1447,-200,15.6,1167,684,466,194,1514,1694,16.4,44.6,0.8242
2005/3/15,11:00:00,3.1,1329,-200,13.2,1090,562,508,181,1401,1473,19.1,36.7,0.8044
2005/3/15,12:00:00,2.2,1197,-200,10.3,989,357,577,161,1297,1087,21.0,30.6,0.7508
2005/3/15,13:00:00,2.1,1198,-200,9.7,968,306,590,143,1264,945,22.1,27.6,0.7254
2005/3/15,14:00:00,2.2,1171,-200,10.0,977,292,608,142,1234,905,22.2,25.5,0.6752
2005/3/15,15:00:00,1.9,1191,-200,10.9,1011,305,620,146,1262,903,23.6,23.2,0.6665
2005/3/15,16:00:00,2.5,1213,-200,12.3,1060,386,578,166,1292,1041,23.6,22.9,0.6571
2005/3/15,17:00:00,2.9,1258,-200,14.2,1124,408,552,172,1363,1194,22.8,24.6,0.6736
2005/3/15,18:00:00,3.9,1413,-200,21.6,1339,521,464,196,1611,1533,20.3,29.7,0.6973
2005/3/15,19:00:00,6.3,1610,-200,30.9,1573,766,381,243,1890,1932,18.0,36.0,0.7345
2005/3/15,20:00:00,7.4,1710,-200,33.5,1632,841,346,248,2028,2140,16.4,41.9,0.7759
2005/3/15,21:00:00,5.7,1515,-200,19.9,1295,754,435,233,1615,1871,14.9,47.6,0.8003
2005/3/15,22:00:00,2.3,1199,-200,8.4,916,350,613,174,1227,1435,13.8,49.6,0.7793
2005/3/15,23:00:00,1.5,1128,-200,6.1,818,244,674,149,1156,1303,13.2,51.6,0.7765
2005/3/16,0:00:00,1.4,1108,-200,5.7,798,221,694,134,1144,1199,11.8,56.9,0.7836
2005/3/16,1:00:00,1.1,1038,-200,4.0,709,183,768,123,1087,1069,11.4,58.0,0.7818
2005/3/16,2:00:00,0.9,1004,-200,2.9,646,166,823,111,1054,989,11.3,58.0,0.7742
2005/3/16,3:00:00,0.7,969,-200,2.0,584,133,904,93,1021,899,10.7,59.6,0.7673
2005/3/16,4:00:00,0.6,938,-200,1.7,559,147,942,97,1026,850,9.0,65.4,0.7532
2005/3/16,5:00:00,0.6,927,-200,1.6,549,119,967,86,1008,828,8.0,68.9,0.7402
2005/3/16,6:00:00,0.8,977,-200,3.3,673,179,830,99,1060,902,7.5,70.9,0.7358
2005/3/16,7:00:00,1.0,1011,-200,3.6,685,178,823,99,1054,902,7.6,69.2,0.7238
2005/3/16,8:00:00,2.1,1228,-200,10.2,984,390,588,129,1293,1222,8.7,64.3,0.7257
2005/3/16,9:00:00,4.2,1521,-200,25.2,1434,579,404,161,1809,1784,11.7,54.3,0.7459
2005/3/16,10:00:00,4.3,1425,-200,16.0,1178,735,468,202,1477,1761,15.9,42.2,0.7553
2005/3/16,11:00:00,3.2,1339,-200,13.3,1094,568,509,200,1376,1634,19.3,34.7,0.7681
2005/3/16,12:00:00,2.8,1310,-200,11.9,1046,487,552,194,1351,1527,23.1,27.3,0.7615
2005/3/16,13:00:00,2.4,1250,-200,10.9,1012,343,585,173,1249,1192,26.1,20.8,0.6959
2005/3/16,14:00:00,2.5,1181,-200,11.0,1015,351,617,169,1192,1023,26.8,17.9,0.6249
2005/3/16,15:00:00,2.9,1272,-200,17.3,1220,417,533,188,1353,1251,28.4,16.0,0.6095
2005/3/16,16:00:00,3.0,1231,-200,12.4,1064,509,618,211,1188,1082,28.8,15.1,0.5877
2005/3/16,17:00:00,3.6,1286,-200,17.4,1223,573,529,210,1350,1348,27.9,15.6,0.5782
2005/3/16,18:00:00,3.5,1315,-200,17.5,1225,518,509,193,1408,1365,24.1,20.6,0.6075
2005/3/16,19:00:00,4.8,1494,-200,26.2,1460,641,420,227,1682,1827,21.0,28.0,0.6904
2005/3/16,20:00:00,4.4,1494,-200,23.1,1381,544,422,223,1677,1879,18.4,38.8,0.8152
2005/3/16,21:00:00,4.9,1545,-200,23.5,1390,582,423,229,1676,1915,16.9,42.9,0.8222
2005/3/16,22:00:00,2.9,1354,-200,13.3,1094,407,517,194,1357,1705,15.5,45.0,0.7895
2005/3/16,23:00:00,2.1,1301,-200,10.5,998,327,553,171,1283,1610,14.3,49.6,0.8049
2005/3/17,0:00:00,1.6,1144,-200,6.3,826,221,661,147,1158,1300,14.7,48.0,0.7977
2005/3/17,1:00:00,1.2,1080,-200,4.4,732,142,748,111,1087,1093,13.3,51.4,0.7821
2005/3/17,2:00:00,0.9,1013,-200,3.3,671,123,817,104,1056,986,12.6,53.7,0.7793
2005/3/17,3:00:00,0.7,966,-200,2.0,587,106,921,90,1017,846,11.5,56.8,0.7706
2005/3/17,4:00:00,-200.0,959,-200,1.9,578,100,909,81,1016,822,10.1,61.9,0.7631
2005/3/17,5:00:00,0.5,919,-200,1.4,532,85,997,69,983,714,9.8,61.8,0.7523
2005/3/17,6:00:00,0.6,953,-200,2.3,604,114,903,84,1020,838,9.0,64.3,0.7417
2005/3/17,7:00:00,1.3,1117,-200,5.9,808,299,669,123,1178,1109,7.9,68.4,0.7324
2005/3/17,8:00:00,3.8,1485,-200,18.9,1265,723,441,166,1647,1676,9.5,62.6,0.7444
2005/3/17,9:00:00,5.6,1583,-200,26.1,1457,745,376,189,1808,1976,13.2,51.0,0.7704
2005/3/17,10:00:00,4.4,1448,-200,16.2,1187,668,471,217,1490,1814,16.9,40.3,0.7717
2005/3/17,11:00:00,3.0,1294,-200,10.8,1006,571,567,196,1296,1538,20.8,31.3,0.7617
2005/3/17,12:00:00,2.2,1269,-200,11.1,1016,388,579,189,1273,1383,24.3,24.7,0.7407
2005/3/17,13:00:00,2.0,1247,-200,10.2,985,323,581,174,1255,1184,26.7,22.6,0.7785
2005/3/17,14:00:00,2.2,1239,-200,11.9,1045,312,559,161,1312,1094,27.1,21.7,0.7636
2005/3/17,15:00:00,2.1,1199,-200,11.8,1041,320,574,158,1271,986,28.3,17.9,0.6769
2005/3/17,16:00:00,2.2,1216,-200,10.9,1013,322,576,161,1277,967,27.8,20.0,0.7378
2005/3/17,17:00:00,1.9,1131,-200,8.6,925,276,638,147,1158,831,26.2,19.4,0.6491
2005/3/17,18:00:00,2.7,1300,-200,15.0,1149,341,530,165,1353,1182,22.7,24.4,0.6661
2005/3/17,19:00:00,3.9,1358,-200,21.3,1331,531,459,214,1518,1523,20.2,29.3,0.686
2005/3/17,20:00:00,5.6,1492,-200,24.8,1425,653,417,228,1690,1780,17.3,35.2,0.6907
2005/3/17,21:00:00,4.9,1413,-200,18.4,1251,646,478,240,1504,1682,16.1,38.7,0.7023
2005/3/17,22:00:00,2.2,1210,-200,9.1,943,333,611,188,1224,1390,14.6,44.5,0.7337
2005/3/17,23:00:00,1.9,1196,-200,8.1,902,299,620,173,1185,1390,13.7,48.6,0.7555
2005/3/18,0:00:00,1.4,1101,-200,5.9,809,224,690,150,1123,1201,12.4,52.2,0.7513
2005/3/18,1:00:00,1.3,1076,-200,5.1,770,195,721,134,1093,1107,11.9,53.4,0.7414
2005/3/18,2:00:00,1.1,1040,-200,4.5,736,209,740,132,1099,1050,10.4,58.4,0.7367
2005/3/18,3:00:00,0.9,989,-200,3.2,667,168,824,117,1048,943,8.9,63.5,0.7268
2005/3/18,4:00:00,0.9,966,-200,2.8,639,153,843,103,1033,903,8.2,65.9,0.7168
2005/3/18,5:00:00,0.7,912,-200,2.0,587,140,922,99,1002,826,7.7,67.1,0.7074
2005/3/18,6:00:00,0.8,960,-200,3.3,668,184,841,106,1038,878,7.2,68.6,0.6978
2005/3/18,7:00:00,1.2,1028,-200,5.4,784,266,709,113,1110,996,7.5,66.7,0.6943
2005/3/18,8:00:00,2.9,1375,-200,14.5,1134,518,504,141,1467,1470,8.7,61.6,0.696
2005/3/18,9:00:00,5.4,1522,-200,26.5,1466,681,380,180,1822,1883,12.0,51.0,0.7131
2005/3/18,10:00:00,4.3,1400,-200,17.6,1227,558,465,192,1542,1661,15.4,42.5,0.7379
2005/3/18,11:00:00,3.1,1323,-200,14.9,1144,457,502,187,1405,1568,18.8,33.5,0.7186
2005/3/18,12:00:00,2.4,1250,-200,10.3,990,353,579,169,1262,1291,22.2,28.1,0.7426
2005/3/18,13:00:00,2.3,1283,-200,12.0,1048,313,550,161,1336,1226,24.7,25.5,0.7785
2005/3/18,14:00:00,2.3,1171,-200,10.4,993,290,597,160,1208,841,25.0,23.4,0.7301
2005/3/18,15:00:00,2.3,1264,-200,12.9,1081,318,555,177,1323,951,25.9,21.9,0.7209
2005/3/18,16:00:00,3.4,1301,-200,15.1,1152,479,525,219,1343,1151,25.6,21.7,0.7039
2005/3/18,17:00:00,3.7,1321,-200,15.8,1175,494,525,212,1366,1279,25.1,21.8,0.6854
2005/3/18,18:00:00,4.1,1343,-200,20.1,1298,551,477,225,1495,1416,22.1,25.6,0.6728
2005/3/18,19:00:00,5.6,1493,-200,25.6,1444,701,417,240,1702,1738,19.1,32.5,0.7112
2005/3/18,20:00:00,5.3,1545,-200,24.0,1403,571,407,223,1743,1821,16.7,42.5,0.8002
2005/3/18,21:00:00,4.9,1477,-200,18.3,1247,643,456,241,1562,1733,15.5,48.3,0.8439
2005/3/18,22:00:00,2.0,1202,-200,7.2,864,282,620,159,1255,1115,13.3,60.5,0.9168
2005/3/18,23:00:00,1.9,1236,-200,6.8,849,251,631,150,1274,1131,12.1,67.6,0.9539
2005/3/19,0:00:00,2.2,1206,-200,6.8,849,307,640,163,1245,1127,11.8,68.3,0.9432
2005/3/19,1:00:00,1.9,1192,-200,6.4,832,282,646,155,1253,1167,11.6,68.3,0.9314
2005/3/19,2:00:00,1.1,1044,-200,2.7,630,160,845,119,1099,809,11.8,67.9,0.9362
2005/3/19,3:00:00,1.0,1053,-200,2.9,648,125,808,94,1109,709,12.3,65.8,0.9374
2005/3/19,4:00:00,0.9,1023,-200,2.2,600,106,872,80,1089,575,12.2,66.9,0.9496
2005/3/19,5:00:00,0.9,1005,-200,2.5,620,111,846,83,1098,572,12.1,67.3,0.948
2005/3/19,6:00:00,0.7,959,-200,1.9,578,115,907,79,1079,546,11.8,67.1,0.9274
2005/3/19,7:00:00,1.0,1049,-200,3.6,686,156,793,96,1159,795,11.9,65.6,0.9129
2005/3/19,8:00:00,2.0,1255,-200,10.1,983,320,555,141,1439,1268,12.2,65.6,0.93
2005/3/19,9:00:00,2.7,1285,-200,10.9,1009,380,517,153,1452,1366,12.8,64.4,0.9448
2005/3/19,10:00:00,2.5,1254,-200,9.9,973,371,543,156,1403,1328,13.4,62.0,0.9498
2005/3/19,11:00:00,2.4,1253,-200,9.7,966,343,560,162,1378,1251,14.5,57.0,0.9333
2005/3/19,12:00:00,2.2,1242,-200,8.9,935,297,584,164,1327,1127,15.8,51.3,0.9144
2005/3/19,13:00:00,2.1,1212,-200,8.5,918,281,593,160,1308,1066,17.5,46.0,0.9104
2005/3/19,14:00:00,1.8,1165,-200,6.6,839,220,652,140,1214,867,19.5,40.2,0.901
2005/3/19,15:00:00,1.4,1136,-200,5.4,781,174,712,119,1169,691,21.2,35.9,0.8943
2005/3/19,16:00:00,2.1,1233,-200,8.7,926,260,617,153,1293,917,21.7,35.1,0.8993
2005/3/19,17:00:00,1.7,1177,-200,5.8,800,222,696,139,1191,748,20.5,38.4,0.9161
2005/3/19,18:00:00,1.9,1223,-200,7.6,883,266,614,156,1289,968,18.2,45.9,0.9488
2005/3/19,19:00:00,2.7,1360,-200,12.4,1063,387,507,183,1483,1420,16.2,53.0,0.9722
2005/3/19,20:00:00,3.2,1435,-200,14.7,1140,425,477,185,1550,1530,15.0,57.6,0.9777
2005/3/19,21:00:00,3.3,1305,-200,10.5,995,484,552,200,1402,1341,14.1,60.8,0.9716
2005/3/19,22:00:00,2.3,1199,-200,7.3,869,325,618,163,1306,1160,13.2,65.6,0.9882
2005/3/19,23:00:00,1.9,1217,-200,8.5,921,257,589,154,1336,1261,13.5,63.8,0.9797
2005/3/20,0:00:00,1.9,1200,-200,6.8,847,273,636,151,1297,1132,13.6,63.4,0.9794
2005/3/20,1:00:00,1.9,1150,-200,5.9,807,276,669,149,1243,1042,13.6,63.5,0.9857
2005/3/20,2:00:00,1.5,1086,-200,4.3,726,202,736,131,1192,848,13.4,64.8,0.988
2005/3/20,3:00:00,1.1,1027,-200,3.5,684,132,788,94,1149,666,13.2,64.8,0.9801
2005/3/20,4:00:00,-200.0,993,-200,2.8,640,85,848,66,1110,548,13.0,65.3,0.9704
2005/3/20,5:00:00,0.8,985,-200,2.4,610,87,851,69,1101,604,12.6,65.9,0.9583
2005/3/20,6:00:00,0.6,934,-200,1.6,552,70,966,57,1063,520,13.1,64.0,0.9591
2005/3/20,7:00:00,0.7,977,-200,2.7,631,113,859,78,1120,659,12.4,66.2,0.95
2005/3/20,8:00:00,0.7,970,-200,2.5,618,112,888,84,1095,611,13.3,62.4,0.946
2005/3/20,9:00:00,1.0,1041,-200,3.9,706,140,778,97,1178,756,14.0,59.7,0.9491
2005/3/20,10:00:00,1.5,1144,-200,6.2,821,214,651,123,1262,988,15.4,54.0,0.9385
2005/3/20,11:00:00,2.4,1209,-200,8.8,933,334,581,166,1329,1058,17.0,47.5,0.9146
2005/3/20,12:00:00,1.6,1083,-200,4.3,727,203,763,130,1135,636,18.6,42.6,0.904
2005/3/20,13:00:00,1.2,1063,-200,3.4,678,163,796,109,1107,522,21.5,35.0,0.8886
2005/3/20,14:00:00,0.9,988,-200,2.2,600,110,912,82,1033,415,21.3,35.6,0.8924
2005/3/20,15:00:00,0.9,1060,-200,3.6,686,107,830,73,1110,445,23.1,32.1,0.8973
2005/3/20,16:00:00,1.1,1087,-200,4.1,717,135,786,91,1112,515,22.1,34.5,0.9035
2005/3/20,17:00:00,1.4,1153,-200,5.7,798,187,715,109,1184,678,21.5,35.7,0.905
2005/3/20,18:00:00,1.7,1167,-200,6.6,838,240,660,128,1227,825,19.3,41.6,0.923
2005/3/20,19:00:00,2.9,1370,-200,12.7,1072,398,535,155,1428,1233,17.3,47.8,0.9363
2005/3/20,20:00:00,4.0,1403,-200,14.8,1142,585,492,176,1518,1419,16.0,54.9,0.9934
2005/3/20,21:00:00,4.0,1364,-200,12.3,1061,590,534,179,1436,1397,15.6,58.0,1.0197
2005/3/20,22:00:00,1.9,1111,-200,6.3,825,295,679,124,1238,975,14.8,61.3,1.025
2005/3/20,23:00:00,1.5,1091,-200,5.3,777,209,711,105,1217,891,13.8,63.4,0.9916
2005/3/21,0:00:00,1.5,1107,-200,5.3,777,183,697,99,1221,945,13.1,66.1,0.9913
2005/3/21,1:00:00,1.6,1095,-200,4.7,746,177,716,104,1217,916,13.3,66.4,1.0128
2005/3/21,2:00:00,1.1,1027,-200,3.3,673,126,794,95,1160,770,13.3,67.0,1.0207
2005/3/21,3:00:00,0.8,996,-200,2.7,631,100,845,81,1153,697,13.1,68.6,1.0288
2005/3/21,4:00:00,0.7,955,-200,2.0,582,83,902,68,1118,611,12.2,72.4,1.0224
2005/3/21,5:00:00,0.6,947,-200,1.6,553,84,944,69,1110,693,11.6,73.8,1.0054
2005/3/21,6:00:00,0.7,1003,-200,3.0,650,113,831,73,1158,750,12.9,67.5,0.999
2005/3/21,7:00:00,1.3,1120,-200,6.1,815,270,660,113,1291,1053,12.8,68.0,1.0023
2005/3/21,8:00:00,3.2,1476,-200,17.3,1219,487,459,141,1673,1561,13.5,63.9,0.9875
2005/3/21,9:00:00,6.1,1653,-200,31.0,1573,723,345,174,2147,1920,14.7,59.8,0.9928
2005/3/21,10:00:00,4.3,1403,-200,15.4,1161,614,487,178,1576,1583,15.9,56.6,1.0147
2005/3/21,11:00:00,2.6,1241,-200,10.9,1011,395,545,163,1428,1274,18.3,49.4,1.0264
2005/3/21,12:00:00,2.0,1176,-200,8.4,914,310,621,143,1347,1083,19.8,44.2,1.0091
2005/3/21,13:00:00,1.8,1160,-200,7.1,862,259,636,127,1320,924,21.6,39.6,1.009
2005/3/21,14:00:00,2.1,1224,-200,10.0,977,251,571,131,1424,1002,23.3,35.8,1.0086
2005/3/21,15:00:00,2.1,1175,-200,8.2,906,261,616,135,1332,905,23.8,33.4,0.9699
2005/3/21,16:00:00,2.0,1235,-200,9.2,947,241,594,131,1362,923,22.8,35.3,0.9693
2005/3/21,17:00:00,2.6,1288,-200,12.4,1064,317,539,153,1446,1123,22.8,34.9,0.9576
2005/3/21,18:00:00,4.5,1512,-200,23.3,1386,505,425,198,1831,1602,20.9,39.3,0.9615
2005/3/21,19:00:00,6.4,1609,-200,29.7,1544,669,367,232,1999,1878,18.6,46.4,0.9867
2005/3/21,20:00:00,6.0,1537,-200,25.7,1446,638,392,224,1855,1840,17.2,52.7,1.0285
2005/3/21,21:00:00,3.8,1315,-200,14.3,1126,433,498,183,1537,1474,15.3,61.0,1.054
2005/3/21,22:00:00,2.1,1155,-200,8.2,909,252,604,144,1331,1244,14.2,65.4,1.0497
2005/3/21,23:00:00,1.2,1033,-200,4.9,759,154,735,117,1185,937,13.8,65.2,1.0275
2005/3/22,0:00:00,1.3,1078,-200,5.9,808,152,696,106,1221,891,13.3,65.6,0.9969
2005/3/22,1:00:00,1.5,1069,-200,5.7,799,181,682,121,1211,1044,12.6,67.9,0.9886
2005/3/22,2:00:00,0.9,952,-200,2.9,648,109,847,87,1107,792,12.8,64.5,0.9493
2005/3/22,3:00:00,0.7,910,-200,1.8,570,73,964,62,1060,670,12.8,63.6,0.936
2005/3/22,4:00:00,0.5,878,-200,1.2,517,83,1069,70,1046,689,12.0,65.2,0.9103
2005/3/22,5:00:00,0.6,899,-200,1.6,556,90,1001,66,1064,717,10.6,70.8,0.9033
2005/3/22,6:00:00,0.7,939,-200,2.5,620,151,905,88,1095,813,10.9,69.2,0.9033
2005/3/22,7:00:00,0.9,1001,-200,3.8,701,191,816,93,1130,891,10.3,70.9,0.8907
2005/3/22,8:00:00,2.2,1303,-200,13.5,1102,403,536,116,1488,1323,11.8,66.3,0.9174
